GRBname,Trig_ID,T90,T90_err,redshift,z_err,conversion
GRB120119A,512035.0,68.0,7.071068,1.728,,4.78e-11
GRB120118B,512003.0,20.304,2.695277,2.943,,3.6899999999999997e-11
GRB120116A,511866.0,38.044,4.148432,,,3.4599999999999996e-11
GRB120114A,511739.0,48.0,1.6,,,
GRB120106A,511235.0,63.5,4.620838,,,4.8799999999999996e-11
GRB120102A,510922.0,38.708,3.507323,,,4.03e-11
GRB111229A,510736.0,25.372,5.584181,1.3805,,3.67e-11
GRB111228A,510649.0,101.244,5.448429,0.71627,,3.48e-11
GRB111225A,510341.0,105.728,26.17938,0.297,,4.519999999999999e-11
GRB111215A,509717.0,373.82,93.22025,,,3.9399999999999994e-11
GRB111212A,509543.0,56.304,9.350303,,,3.43e-11
GRB111210A,509419.0,2.516,0.1320606,,,5.23e-11
GRB111209A,509337.0,810.968,52.10948,0.677,,
GRB111208A,509285.0,168.0,1.6,,,
GRB111207A,509245.0,16.0,1.6,,,
GRB111204A,509018.0,48.0,22.62742,,,5.6699999999999995e-11
GRB111201A,508800.0,20.8,1.6,,,
GRB111129A,508712.0,8.476,1.277693,1.0796,,3.91e-11
GRB111126A,48079001.0,0.6719999,0.03939543,,,
GRB111123A,508319.0,290.0,88.09086,3.1516,,2.99e-11
GRB111121A,508161.0,113.332,20.42031,,,4.57e-11
GRB111117A,507901.0,0.4639999,0.05366561,2.211or1.3,+0.46-0.23,3.76e-11
GRB111109A,507342.0,13.0,3.162278,,,3.53e-11
GRB111107A,507185.0,31.072,7.152555,2.893,,3.2999999999999996e-11
GRB111103B,506903.0,144.776,33.90184,,,4.44e-11
GRB111103A,506902.0,11.616,0.4493195,,,
GRB111029A,506519.0,7.196,0.7906478,,,4.57e-11
GRB111026A,506291.0,3.58,1.064218,,,
GRB111022B,506074.0,83.028,12.96728,,,4.349999999999999e-11
GRB111022A,506070.0,22.82,4.282616,,,4.2499999999999995e-11
GRB111020A,505926.0,0.384,0.09329524,,,5.099999999999999e-11
GRB111018A,505801.0,32.708,4.215587,,,6.329999999999999e-11
GRB111016A,505646.0,548.996,107.3738,,,3.1099999999999995e-11
GRB111008A,505054.0,62.848,2.259477,4.99005,,3.44e-11
GRB111005A,504779.0,23.212,5.06103,0.01326,,
GRB110928A,504215.0,20.88,4.534872,,,4.3799999999999994e-11
GRB110921A,503652.0,32.548,4.442038,,,3.88e-11
GRB110915A,503219.0,79.568,2.982415,,,3.58e-11
GRB110827A,501520.0,8.516,1.100605,,,
GRB110820A,501095.0,264.616,8.685691,,,4.9999999999999995e-11
GRB110818A,500914.0,102.84,18.00357,3.36,,3.5499999999999994e-11
GRB110808A,458918.0,40.704,9.028595,1.348,,2.89e-11
GRB110801A,458521.0,385.256,8.934749,1.858,,3.35e-11
GRB110731A,458448.0,40.944,11.5924,2.83,,3.99e-11
GRB110726A,458059.0,5.156,1.107307,1.036,,3.29e-11
GRB110719A,457553.0,41.228,9.598508,,,4.2599999999999994e-11
GRB110715A,457330.0,13.0,4.0,0.8224,,5.07e-11
GRB110709B,456967.0,810.472,10.41164,,,3.4999999999999995e-11
GRB110709A,456939.0,44.328,0.5420701,,,4.94e-11
GRB110625A,456073.0,42.5,8.889727,,,1.24e-10
GRB110610A,455155.0,49.444,6.062587,,,4.78e-11
GRB110604A,454779.0,,,,,
GRB110530A,454473.0,55.728,12.53004,,,3.7e-11
GRB110521A,453788.0,96.0,49.0408,,,5.099999999999999e-11
GRB110520A,453747.0,20.864,5.367231,,,4.8399999999999996e-11
GRB110519A,453628.0,27.184,2.980856,,,
GRB110503A,452685.0,58.7,47.0071,1.613,,3.5399999999999995e-11
GRB110422A,451901.0,25.784,0.5954494,1.770,,3.92e-11
GRB110420B,451794.0,0.08399993,0.02154065,,,
GRB110420A,451757.0,13.868,1.302564,,,3.53e-11
GRB110414A,451343.0,153.116,68.9858,,,3.8499999999999996e-11
GRB110412A,451191.0,24.0,4.483256,,,
GRB110411A,451165.0,79.4,5.250351,,,3.8899999999999996e-11
GRB110407A,450884.0,155.568,21.16662,,,3.99e-11
GRB110402A,450545.0,56.208,5.08058,,,3.2e-11
GRB110319B,449578001.0,28.472,4.81483,,,
GRB110319A,449578.0,20.68,1.604414,,,3.1099999999999995e-11
GRB110318B,449549.0,4.788,0.5648362,,,4.07e-11
GRB110318A,449542.0,15.96,1.696085,,,
GRB110315A,449399.0,87.676,11.82677,,,3.79e-11
GRB110312A,449074.0,35.136,7.781077,,,3.8099999999999996e-11
GRB110305A,448229.0,12.0,2.236068,,,4.0999999999999994e-11
GRB110223B,446677.0,61.448,11.0534,,,4.3799999999999994e-11
GRB110223A,446674.0,7.0,2.236068,,,3.7e-11
GRB110213A,445414.0,48.0,16.0,1.4607,,4.16e-11
GRB110212A,445321.0,3.7,0.4992955,,,
GRB110210A,445141.0,192.888,42.10384,,,3.39e-11
GRB110208A,445038.0,15.984,3.872198,,,3.35e-11
GRB110207A,444912.0,82.58,10.83043,,,
GRB110205A,444643.0,249.416,15.03472,2.22,,3.52e-11
GRB110201A,444230.0,14.092,2.195577,,,4.6799999999999996e-11
GRB110128A,443861.0,14.152,2.489704,2.339,,3.7799999999999995e-11
GRB110119A,442978.0,213.928,10.21124,,,3.36e-11
GRB110112A,442039.0,0.524,0.147187,,,3.2599999999999996e-11
GRB110107A,90978002.0,77.0,3.605551,,,
GRB110106B,441676.0,43.424,16.59487,0.618,,3.7e-11
GRB110106A,441664.0,3.0,1.414214,,,3.21e-11
GRB110102A,441454.0,265.916,6.702153,,,3.45e-11
GRB101225A,441015.0,,,0.847,,4.0599999999999994e-11
GRB101224A,440955.0,0.244,0.04252059,,,
GRB101219B,440635.0,41.856,5.839452,0.55185,,3.5399999999999995e-11
GRB101219A,440606.0,0.8279999,0.1803996,0.718,,4.75e-11
GRB101213A,440285.0,131.12,41.95895,0.414,,3.97e-11
GRB101204A,439806.0,27.2,2.262742,,,
GRB101201A,439596.0,60.8,1.6,,,
GRB101129A,439471.0,0.384,,,,
GRB101117B,438675.0,5.172,1.691584,,,3.8599999999999995e-11
GRB101114A,438392.0,8.0,1.6,,,
GRB101030A,437408.0,98.672,7.122446,,,3.45e-11
GRB101024A,437016.0,18.692,0.5153795,,,3.8099999999999996e-11
GRB101023A,436981.0,80.824,2.112837,,,3.58e-11
GRB101020A,436737.0,172.336,29.2958,,,
GRB101017A,436429.0,72.232,3.660016,,,4.3200000000000003e-11
GRB101011A,436094.0,70.892,18.6436,,,4.1799999999999994e-11
GRB101008A,435903.0,103.504,34.04068,,,4.3299999999999995e-11
GRB100928A,435160.0,4.16,1.016094,,,
GRB100924A,434843.0,71.948,4.009638,,,
GRB100917A,434360.0,63.816,21.55596,,,
GRB100915A,434178.0,199.196,26.18867,,,5.5499999999999996e-11
GRB100906A,433509.0,114.632,1.455676,1.727,,4.07e-11
GRB100905A,433442.0,3.396,0.5036983,7.88,+0.75-0.94,3.56e-11
GRB100904A,433273.0,31.248,5.963092,,,
GRB100902A,433160.0,428.828,47.27381,,,3.8e-11
GRB100901A,433065.0,436.656,21.78751,1.4084,,3.4199999999999996e-11
GRB100823A,432420.0,17.736,3.101682,,,3.48e-11
GRB100816A,431764.0,2.884,0.6251399,0.8049,,3.7e-11
GRB100814A,431605.0,177.264,10.80321,1.44,,3.53e-11
GRB100807A,431128.0,7.744,1.438221,,,5.34e-11
GRB100805A,430957.0,16.736,3.068941,,,3.9299999999999996e-11
GRB100802A,430603.0,487.34,26.41849,,,3.53e-11
GRB100728B,430172.0,12.08,2.736327,2.106,,3.45e-11
GRB100728A,430151.0,193.384,10.57069,1.567,,4.55e-11
GRB100727A,430094.0,71.9,13.01826,,,3.5499999999999994e-11
GRB100725B,429969.0,173.696,20.15702,,,3.2999999999999996e-11
GRB100725A,429954.0,123.24,27.15305,,,6e-11
GRB100724A,429868.0,1.388,0.1557947,1.288,,3.47e-11
GRB100719A,429357.0,36.0,9.219544,,,
GRB100704A,426722.0,196.88,23.38201,,,3.9299999999999996e-11
GRB100702A,426438.0,0.512,0.1431084,,,4.469999999999999e-11
GRB100628A,426114.0,0.03599995,0.00894429,0.102,,3.1e-10
GRB100625A,425647.0,0.332,0.03687817,0.452,,2.69e-11
GRB100621A,425151.0,63.552,1.70755,0.542,,4.23e-11
GRB100619A,424998.0,97.7,1.624148,,,3.8999999999999995e-11
GRB100615A,424733.0,38.82,0.816637,1.398,,5.23e-11
GRB100614A,424716.0,225.0,55.7315,,,3.6899999999999997e-11
GRB100606A,424031.0,67.384,6.314252,,,4.309999999999999e-11
GRB100526B,423184.0,67.0,15.26434,,,4.45e-11
GRB100526A,423181.0,97.6,8.475306,,,3.09e-11
GRB100522A,422783.0,48.0,16.0,,,3.92e-11
GRB100514A,421962.0,23.016,6.614585,,,2.2e-11
GRB100513A,421814.0,83.496,21.62838,4.772,,2.9799999999999997e-11
GRB100508A,421386.0,49.26,7.429631,0.5201,,4.8499999999999994e-11
GRB100504A,421124.0,97.004,8.304781,,,3.32e-11
GRB100427A,420547.0,24.0,1.6,,,
GRB100425A,420398.0,38.968,2.313897,1.755,,3.05e-11
GRB100424A,420367.0,104.0,14.56022,2.465,,4.8099999999999994e-11
GRB100423A,420247.0,78.868,4.157884,,,
GRB100420A,419932.0,62.98,17.51882,,,3.8499999999999996e-11
GRB100418A,419797.0,7.928,1.07808,0.6239,,2.06e-11
GRB100413B,419380.0,16.0,1.6,,,
GRB100413A,419404.0,192.64,12.09429,,,4.11e-11
GRB100401A,417974.0,2.0,2.236068,,,
GRB100324A,416945.0,6.4,1.6,,,
GRB100322B,416771.0,1.0,1.414214,,,
GRB100316D,416135.0,521.88,439.6235,0.0591,,6.77e-11
GRB100316C,416115.0,9.268,1.869815,,,4.37e-11
GRB100316B,416103.0,3.836,0.4258075,1.180,,3.24e-11
GRB100316A,416076.0,6.752,0.9518655,3.155,,3.28e-11
GRB100305A,414905.0,75.616,10.40106,,,3.5099999999999994e-11
GRB100302A,414592.0,17.948,1.644021,4.813,,3.37e-11
GRB100224A,413805.0,0.484,0.2436555,,,
GRB100219A,412982.0,27.572,8.649852,4.66723,,4.3600000000000003e-11
GRB100216A,412522.0,0.208,,,,
GRB100213B,412220.0,91.856,20.34476,0.604,,4.94e-11
GRB100213A,412217.0,2.216,0.2576199,,,3e-11
GRB100212A,412081.0,163.764,13.3436,,,2.69e-11
GRB100206A,411412.0,0.1159999,0.01788858,,,4.7599999999999996e-11
GRB100205A,411248.0,25.844,4.357702,,,3.32e-11
GRB100203A,411011.0,11.2,1.6,,,
GRB100119A,383063.0,23.068,3.222928,,,
GRB100117A,382941.0,0.2919999,0.03224902,0.915,,4.5e-11
GRB100115A,377179049.0,4.0,1.414214,,,
GRB100111A,382399.0,14.0,2.236068,,,3.67e-11
GRB091221,380311.0,62.9,5.659316,,,4.51e-11
GRB091208B,378559.0,14.8,3.360838,1.0633,,3.8e-11
GRB091208A,378554.0,80.0,16.0,,,
GRB091130B,377487.0,101.76,24.03156,,,3.0199999999999997e-11
GRB091127,377179.0,6.956,0.1503596,0.49044,,3.92e-11
GRB091117,376211.0,0.64,,,,
GRB091112,375659.0,17.52,3.848358,,,
GRB091109B,375409.0,0.272,0.04681878,,,3.8499999999999996e-11
GRB091109A,375246.0,48.032,16.95022,3.076,,3.45e-11
GRB091104,374875.0,107.136,19.64406,,,2.89e-11
GRB091102,374598.0,6.648,0.466699,,,2.8399999999999997e-11
GRB091029,374210.0,39.18,4.860979,2.752,,3.13e-11
GRB091026,373871.0,174.0,72.52758,,,4.2599999999999994e-11
GRB091024,373674.0,112.28,13.76844,1.092,,6.809999999999999e-11
GRB091020,373458.0,38.92,4.888576,1.71,,3.25e-11
GRB091018,373172.0,4.368,0.5971265,0.9710,,3.47e-11
GRB090929B,371050.0,357.36,7.211015,,,3.83e-11
GRB090929A,75259002.0,43.248,4.497025,,,
GRB090927,370846.0,2.16,0.4008989,1.37,,3.3399999999999996e-11
GRB090926B,370791.0,99.284,11.29944,1.24,,5.11e-11
GRB090916,362818.0,62.448,14.73461,,,
GRB090915,362785.0,9.6,1.6,,,
GRB090912,362633.0,135.516,15.67251,,,4.5e-11
GRB090904B,361831.0,64.0,16.0,,,6.5e-11
GRB090904A,361830.0,129.532,9.365273,,,4.5599999999999996e-11
GRB090831C,361489.0,77.952,14.79992,,,4.62e-11
GRB090827,361029.0,8.0,1.6,,,
GRB090823,36390005.0,25.6,1.6,,,
GRB090815C,360068.0,0.576,0.271529,,,
GRB090814A,359951.0,78.064,7.984902,0.696,,3.8199999999999995e-11
GRB090813,359884.0,7.144,0.5654167,,,4.0999999999999994e-11
GRB090812,359711.0,74.496,15.28687,2.452,,3.6499999999999997e-11
GRB090809A,359530.0,8.868,2.874849,2.737,,3.66e-11
GRB090807A,359378.0,146.352,13.19631,,,3.41e-11
GRB090728,358574.0,64.0,35.77709,,,3.79e-11
GRB090727,358520.0,301.88,22.92145,,,4.9699999999999994e-11
GRB090726,358422.0,56.676,12.16539,2.71,,2.8799999999999997e-11
GRB090720A,357811.0,4.8,1.6,,,
GRB090715B,357512.0,266.4,11.59671,3.00,,3.31e-11
GRB090715A,357498.0,64.0,22.62742,,,
GRB090712,357072.0,202.9,44.92755,,,
GRB090709B,356912.0,26.944,4.513198,,,
GRB090709A,356890.0,88.744,1.120514,1.8,+0.54-0.66,4.08e-11
GRB090708,356776.0,8.708,1.394367,,,
GRB090628,355942.0,24.944,4.053422,,,5.099999999999999e-11
GRB090621B,355359.0,0.14,0.03687819,,,2.8799999999999997e-11
GRB090621A,355303.0,219.236,72.37849,,,6.23e-11
GRB090618,355083.0,113.34,0.5803447,0.54,,3.8099999999999996e-11
GRB090607,354299.0,2.292,0.127122,,,4.3600000000000003e-11
GRB090531B,353728.0,54.996,6.13174,,,4.91e-11
GRB090531A,353627.0,42.8,8.082234,,,7.63e-11
GRB090530,353567.0,40.456,7.86754,1.266,,3.39e-11
GRB090529A,353540.0,70.444,10.33185,2.625,,3.04e-11
GRB090520,352671.0,14.4,1.6,,,
GRB090519,352648.0,58.036,8.183147,3.85,,4.62e-11
GRB090518,352420.0,85.824,23.78201,,,3.84e-11
GRB090516A,352190.0,181.008,41.25514,4.109,,3.31e-11
GRB090515,352108.0,0.03600001,0.01649242,,,3.6299999999999994e-11
GRB090510,351588.0,5.664,1.876371,0.903,,3.83e-11
GRB090509,351525.0,336.376,33.26464,,,
GRB090429B,350854.0,5.58,0.9943702,9.38,+0.14-0.32,3.45e-11
GRB090429A,350853.0,184.0,48.50773,,,3.25e-11
GRB090426,350479.0,1.236,0.2532982,2.609,,3.2999999999999996e-11
GRB090424,350311.0,49.46,2.268596,0.544,,3.88e-11
GRB090423,350184.0,10.304,1.055547,8.26,,3.87e-11
GRB090422,349931.0,8.476,0.3817643,,,3.67e-11
GRB090419,349592.0,454.244,56.45959,,,9.07e-11
GRB090418B,90078001.0,38.0,1.0,,,
GRB090418A,349510.0,56.304,4.061271,1.608,,3.67e-11
GRB090417B,349450.0,266.94,35.38965,0.345,,5.5899999999999996e-11
GRB090417A,349447.0,0.06799999,0.02154065,,,
GRB090410,348929.0,165.148,7.043064,,,
GRB090407,348650.0,315.472,55.90866,1.4485,,3.3799999999999996e-11
GRB090404,348428.0,82.02,14.48431,2.87,+0.96-1.69,3.3799999999999996e-11
GRB090401B,348152.0,186.504,39.50702,,,4.58e-11
GRB090401A,348128.0,117.004,14.04289,,,
GRB090313,346386.0,83.04,19.48352,3.3736,,3.37e-11
GRB090309A,345945.0,3.0,1.414214,,,4.03e-11
GRB090308A,345777.0,25.096,5.862026,,,4.1299999999999996e-11
GRB090307A,345551.0,22.0,6.403124,,,4.1399999999999994e-11
GRB090306B,31369001.0,21.0,1.0,,,
GRB090305A,345127.0,0.54,0.1610466,,,
GRB090301A,344582.0,41.372,2.135655,,,
GRB090205,342121.0,8.812,1.779457,4.6497,,3.43e-11
GRB090201,341749.0,74.264,1.680663,2.1,,4.16e-11
GRB090129,341504.0,17.624,2.624177,,,
GRB090123,340895.0,137.344,22.98187,,,3.8e-11
GRB090118,31292054.0,13.524,1.883479,,,
GRB090113,339852.0,9.096,0.9016696,1.7493,,3.5399999999999995e-11
GRB090111,339696.0,25.26,2.655132,,,2.75e-11
GRB090107A,339295.0,12.084,0.6870691,,,
GRB090102,338895.0,28.32,2.345679,1.547,,4.0199999999999994e-11
GRB081230,338633.0,60.692,13.42613,2.03,+0.16-0.14,3.22e-11
GRB081228,338338.0,3.0,1.414214,3.44,+0.15-0.32,3.56e-11
GRB081226A,338177.0,0.436,0.07515317,,,3.23e-11
GRB081222,337914.0,33.0,4.0,2.77,,3.39e-11
GRB081221,337889.0,33.908,0.9216507,2.26,,3.43e-11
GRB081211B,90053089.0,64.0,1.6,0.216,,
GRB081211A,337115.0,3.424,0.8421781,,,3.01e-11
GRB081210,337073.0,145.908,7.028237,,,3.58e-11
GRB081203B,336489000.0,161.6,1.6,,,
GRB081203A,336489.0,223.0,89.98889,2.05,,3.35e-11
GRB081128,335895.0,102.316,10.60851,,,4.11e-11
GRB081127,335715.0,17.3,3.54517,,,3.05e-11
GRB081126,335647.0,57.648,5.846673,,,4.67e-11
GRB081121,335105.0,17.52,2.006709,2.512,,3.61e-11
GRB081118,334877.0,53.404,12.08538,2.58,,2.7999999999999997e-11
GRB081109A,334112.0,221.488,58.97129,0.9787,,3.9299999999999996e-11
GRB081105A,333811.0,9.6,1.6,,,2.6299999999999996e-11
GRB081104,333666.0,64.0,15.26434,,,2.4599999999999998e-11
GRB081102,333427.0,50.32,12.60935,,,5.34e-11
GRB081101,333320.0,0.18,0.04252059,,,
GRB081029,332931.0,275.104,48.95488,3.8479,,3.4e-11
GRB081028A,332851.0,284.424,30.54873,3.038,,3.37e-11
GRB081025,35650186.0,22.76,1.029641,,,
GRB081024A,332516.0,1.824,0.5860512,,,6.759999999999999e-11
GRB081022,332399.0,157.58,41.88247,,,
GRB081017,331964.0,,,,,
GRB081016B,331856.0,2.616,0.7927067,,,4.46e-11
GRB081012,331475.0,28.972,4.524752,,,4.7599999999999996e-11
GRB081011,331332.0,17.088,2.813817,,,3.04e-11
GRB081008,331093.0,187.824,38.22846,1.9683,,3.5399999999999995e-11
GRB081007,330856.0,9.728,4.874095,0.5295,,3.68e-11
GRB080928,326115.0,233.66,20.80139,1.6919,,3.29e-11
GRB080919,325268.0,0.6,0.08409517,,,4.3299999999999995e-11
GRB080916B,324907.0,33.544,6.96964,,,4.16e-11
GRB080916A,324895.0,61.348,6.680057,0.6887,,4.0999999999999994e-11
GRB080915B,324805.0,4.052,0.6073286,,,
GRB080915A,324744.0,26.288,3.898102,,,2.81e-11
GRB080913,324561.0,7.456,0.756677,6.733,,3.99e-11
GRB080906,323984.0,148.212,19.6103,2.13,+0.14-0.20,3.74e-11
GRB080905B,323898.0,120.936,28.05833,2.3739,,4.0499999999999996e-11
GRB080905A,323870.0,1.016,0.08158433,0.1218,+0.0003-0.0003,5.57e-11
GRB080903,323542.0,66.34,10.42087,,,5.769999999999999e-11
GRB080822B,321376.0,,,,,
GRB080810,319584.0,107.668,3.471544,3.3604,,3.21e-11
GRB080805,319036.0,106.624,15.89163,1.5042,,3.61e-11
GRB080804,319016.0,37.872,42.35502,2.2045,,3.74e-11
GRB080802,318832.0,179.504,22.80489,,,5.2099999999999993e-11
GRB080727C,318170.0,77.364,7.039364,,,8.019999999999999e-11
GRB080727B,318101.0,8.664,0.1456022,,,7.23e-11
GRB080727A,318094.0,4.912,0.9158602,,,4.98e-11
GRB080725,317888.0,92.736,49.49917,,,
GRB080723A,317662.0,17.336,2.034936,,,5.57e-11
GRB080721,317508.0,129.696,114.4703,2.5914,,3.71e-11
GRB080714,316910.0,25.812,5.116999,,,5.809999999999999e-11
GRB080710,316534.0,142.988,25.14022,0.8454,,3.4e-11
GRB080707,316204.0,30.164,2.400387,1.2322,,3.5899999999999994e-11
GRB080703,315819.0,3.516,0.805367,,,4.7e-11
GRB080702B,315630003.0,15.412,3.933512,,,
GRB080702A,315710.0,0.512,0.1810193,,,4.7999999999999996e-11
GRB080701,315615.0,17.816,6.719786,,,3.71e-11
GRB080623,315080.0,15.096,5.118078,,,4.3299999999999995e-11
GRB080613B,313954.0,79.448,9.456569,,,5.84e-11
GRB080607,313417.0,78.972,3.041697,3.0368,,3.45e-11
GRB080605,313299.0,18.056,0.8882252,1.6403,,4.2099999999999995e-11
GRB080604,313116.0,77.608,13.24724,1.4171,,4.1299999999999996e-11
GRB080603B,313087.0,59.124,1.630965,2.6892,,4.0099999999999996e-11
GRB080602,312958.0,74.288,7.143187,1.8204,,4.04e-11
GRB080524,312277.0,6.4,1.6,,,
GRB080523,312242.0,48.0,22.62742,,,3.68e-11
GRB080520,312047.0,3.324,0.8618956,1.5457,,3.6299999999999994e-11
GRB080517,311874.0,64.508,22.30139,0.089,+0.003-0.003,4.0899999999999996e-11
GRB080516,311762.0,5.764,0.2232129,3.2,+0.3-0.3,5.0099999999999994e-11
GRB080515,311658.0,20.864,5.166811,2.47,,
GRB080506,311159.0,152.2,14.17922,,,3.62e-11
GRB080503,310785.0,176.0,48.0,,,5.45e-11
GRB080430,310613.0,13.872,1.899732,0.767,,3.49e-11
GRB080426,310219.0,1.732,0.383604,,,4.6799999999999996e-11
GRB080413B,309111.0,8.0,2.0,1.1014,,3.58e-11
GRB080413A,309096.0,46.36,0.4812151,2.4330,,3.35e-11
GRB080411,309010.0,56.328,0.9227524,1.0301,,3.7e-11
GRB080409,308812.0,22.656,7.534244,,,4.67e-11
GRB080405,308549.0,64.0,1.6,,,
GRB080330,308041.0,60.364,36.39826,1.5119,,
GRB080328,307931.0,91.108,1.681661,,,4.73e-11
GRB080325,307604.0,166.74,32.59333,1.78,,3.49e-11
GRB080320,306858.0,13.816,1.858744,,,3.52e-11
GRB080319D,306793.0,26.94,4.478414,,,4.429999999999999e-11
GRB080319C,306778.0,29.552,9.414571,1.9492,,4.3799999999999994e-11
GRB080319B,306757.0,124.86,3.095269,0.9382,,3.75e-11
GRB080319A,306754.0,43.616,5.540074,,,3.2999999999999996e-11
GRB080315,306323.0,,,,,
GRB080310,305288.0,363.212,16.90135,2.42743,,3.2999999999999996e-11
GRB080307,305011.0,124.0,23.34524,,,4.07e-11
GRB080303,304549.0,67.588,19.64564,,,3.71e-11
GRB080229A,304379.0,64.0,16.0,,,4.62e-11
GRB080218B,303631.0,6.528,1.428577,,,3.84e-11
GRB080218A,303609.0,22.8,2.784184,,,
GRB080212,303105.0,126.312,13.19985,,,3.5499999999999994e-11
GRB080210,302888.0,42.264,11.36737,2.6419,,3.33e-11
GRB080207,302728.0,292.46,7.985276,2.0858,,4.19e-11
GRB080205,302506.0,106.296,4.934871,,,4.4e-11
GRB080130,74372007.0,60.8,1.6,,,
GRB080129,301981.0,50.18,9.16545,4.349,,5.29e-11
GRB080123,301578.0,114.912,55.26733,,,4.12e-11
GRB080121,301491.0,0.32,,,,
GRB071227,299787.0,142.48,48.36924,0.381,,4.2899999999999995e-11
GRB071129,297628.0,408.08,52.32409,,,
GRB071122,297114.0,71.432,13.92828,1.14,,4.0099999999999996e-11
GRB071118,296856.0,105.6,34.8854,,,5.11e-11
GRB071117,296805.0,6.076,2.14873,1.3308,,3.66e-11
GRB071112C,296504.0,44.8,1.6,0.8227,,4.269999999999999e-11
GRB071112B,296503.0,0.304,0.09050966,,,
GRB071101,295779.0,4.824,1.972515,,,
GRB071031,295670.0,180.644,30.342,2.6918,,3.6899999999999997e-11
GRB071028B,295492.0,51.2,1.6,0.94,+0.05-0.10,3.35e-11
GRB071028A,295527.0,26.856,5.425089,,,3.33e-11
GRB071025,295301.0,241.296,35.8308,5.2,,3.27e-11
GRB071021,294974.0,228.72,74.01017,2.4520,,3.64e-11
GRB071020,294835.0,4.3,0.5826972,2.1462,,4.46e-11
GRB071018,294645.0,273.568,40.0732,,,
GRB071013,294120.0,75.584,25.78914,,,
GRB071011,293924.0,65.88,15.48345,,,4.74e-11
GRB071010C,293804.0,12.8,1.6,,,
GRB071010B,293795.0,36.124,2.27575,0.947,,3.2599999999999996e-11
GRB071010A,293707.0,6.324,1.865541,0.985,,3.41e-11
GRB071008,293587.0,17.984,5.138865,,,
GRB071006,293250.0,43.2,1.6,,,
GRB071003,292934.0,148.388,4.616348,1.60435,,3.67e-11
GRB071001,292826.0,57.428,3.878786,,,
GRB070923,292004.0,0.03999999,0.00894429,,,
GRB070920B,291728.0,22.256,2.792121,,,
GRB070920A,291614.0,55.76,5.289023,,,
GRB070917,291292.0,8.72,1.72291,,,
GRB070913,290843.0,2.684,0.5635601,,,3.1099999999999995e-11
GRB070911,290624.0,161.724,5.972469,,,3.3799999999999996e-11
GRB070810B,287409.0,0.072,0.02332379,,,
GRB070810A,287364.0,9.04,2.682462,2.17,,3.12e-11
GRB070809,287344.0,1.28,0.3731809,0.2187,,4.8099999999999994e-11
GRB070808,287260.0,58.432,11.50858,,,5.0899999999999994e-11
GRB070805,287088.0,26.432,3.111378,,,
GRB070802,286809.0,15.8,2.500653,2.4541,,3.23e-11
GRB070731,286574.0,2.856,0.3890758,,,
GRB070729,286373.0,0.988,0.1669011,,,4.0899999999999996e-11
GRB070724A,285948.0,0.432,0.0863713,0.4571,,4.78e-11
GRB070721B,285654.0,336.864,22.468,3.6298,,4.41e-11
GRB070721A,285653.0,3.348,0.454845,,,2.75e-11
GRB070714B,284856.0,65.636,9.508734,0.9225,,3.61e-11
GRB070714A,284850.0,3.0,1.414214,1.58,,4.37e-11
GRB070704,283791.0,384.936,27.41501,,,6.009999999999999e-11
GRB070628,283320.0,39.08,4.071106,,,4.95e-11
GRB070621,282808.0,33.264,2.507059,,,3.2e-11
GRB070616,282445.0,406.876,17.31342,,,3.87e-11
GRB070612B,282073.0,18.0,4.472136,,,4.54e-11
GRB070612A,282066.0,365.28,51.6697,0.617,,
GRB070611,282003.0,13.184,3.470931,2.0394,,3.6299999999999994e-11
GRB070531,280958.0,44.62,6.055228,,,7.44e-11
GRB070529,280706.0,108.9,20.73183,2.4996,,4.1799999999999994e-11
GRB070521,279935.0,38.628,2.37669,2.0865,,4.8899999999999994e-11
GRB070520B,279898.0,96.0,35.77709,,,2.91e-11
GRB070520A,279817.0,48.0,22.62742,,,2.41e-11
GRB070518,279592.0,5.504,0.8041144,1.16,,3.09e-11
GRB070517,279494.0,7.824,1.634974,,,3.4599999999999996e-11
GRB070509,278903.0,7.828,1.161323,,,4.1699999999999996e-11
GRB070508,278854.0,20.9,0.7317486,0.82,,4.4199999999999993e-11
GRB070506,278693.0,5.992,1.406882,2.3090,,3.33e-11
GRB070429B,277582.0,0.488,0.04308134,0.9023,,3.36e-11
GRB070429A,277571.0,168.0,26.96757,,,2.31e-11
GRB070427,277356.0,11.08,0.9720843,,,
GRB070420,276321.0,77.024,5.466968,3.01,+0.96-0.68,4.3799999999999994e-11
GRB070419B,276212.0,238.008,14.33933,1.9588,,4.74e-11
GRB070419A,276205.0,160.0,50.59644,0.9705,,2.99e-11
GRB070412,275119.0,33.876,5.076964,,,3.48e-11
GRB070411,275087.0,115.692,16.86578,2.9538,,3.67e-11
GRB070406,274153.0,0.816,,,,
GRB070330,273180.0,6.64,0.6691487,,,3.72e-11
GRB070328,272773.0,72.116,8.483028,2.06,,3.67e-11
GRB070326,271019007.0,18.0,5.385165,,,
GRB070318,271019.0,130.368,28.8086,0.8397,,3.83e-11
GRB070306,263361.0,209.244,64.60994,1.49594,,4.16e-11
GRB070227,262347.0,3.2,1.6,,,3.6e-11
GRB070224,261880.0,48.0,35.77709,1.99,,2.43e-11
GRB070223,261664.0,128.0,32.0,,,5.059999999999999e-11
GRB070220,261299.0,125.396,20.64144,,,5.9e-11
GRB070219,261132.0,18.0,4.472136,,,3.22e-11
